Image Index,True Class,Confidence for Class 0,Confidence for Class 1,Confidence for Class 2,Confidence for Class 3,Confidence for Class 4,Confidence for Class 5,Confidence for Class 6,Confidence for Class 7,Confidence for Class 8,Confidence for Class 9
0,6,0.013071855981123131,0.0028704771770966305,0.004062858959874413,0.0024725273717321025,0.00494063494039679,0.004715033577191325,0.9603911881509378,0.0011319900599410999,0.004061804831214902,0.002281628950491727
1,0,0.9762882725152771,0.0007562185204365373,0.0023574847346840167,0.002740913771810758,0.0014321204229425684,0.005795191100754571,0.0013081992160698841,0.0014199931873042932,0.0015748386704947206,0.006326767860225358
2,0,0.9844705062235567,0.0007684160794602084,0.0005843902553876256,0.0006958283419618704,0.003419960574854264,0.002499152936016549,0.0036478444169186428,0.0005324465001685192,0.001353746564392725,0.0020277081072827283
3,3,0.00013156160478128282,5.990337263591941e-05,0.0001904599738620774,0.9988926812042532,0.0001132007875908502,0.00014794773507644332,7.980571376149914e-05,0.00013627276435673153,0.00010918855720748832,0.00013897828647380464
4,0,0.9772703381728816,0.0004857496292799988,0.0024104560411602645,0.0020687337558817813,0.0007008013835646483,0.0037385541602068494,0.004021138741139282,0.0007599442383609349,0.002710165161739353,0.005834118715785313
5,5,0.0003163124978197616,0.00015587848494976546,0.00023808323193804,0.0006581350284439211,0.00035211685833600777,0.9941613331322938,7.175802638836208e-05,0.0006643096752777094,0.0002385983338495459,0.003143474730702555
6,0,0.9482396710793768,0.004639191486244143,0.0016040515200534543,0.001196797949367039,0.008201142967055224,0.004372776621339702,0.017252207175707853,0.0017941731968794295,0.008555479145152384,0.004144508858823991
7,0,0.9799911083547438,0.00042324164511805976,0.0010431117114265503,0.0019690264755834524,0.0010167306494625898,0.0027707718123606605,0.005532321993938596,0.0006940712111733458,0.002079359974019971,0.004480256172173118
8,4,0.007525995138387431,0.003423140692993505,0.005686989045550611,0.003739779739695205,0.9421275976617319,0.004349115430892791,0.0062414857021492135,0.011509038326178675,0.011687217386280858,0.003709640876139949
9,1,0.0005884664302913187,0.9641606945159856,0.000978842696055265,0.006602847879823212,0.0025394003552042426,0.002116681214566004,0.0025309532864623207,0.0004491067731524211,0.01590196026550278,0.004131046582956869
10,2,0.0019647012940154983,0.0069946527645834995,0.9518415848065046,0.006721260023429783,0.0025206440671448594,0.005751833797546057,0.00558594402502792,0.002952615547154995,0.011596988930772722,0.004069774743820042
11,8,0.001616339180445819,0.0012297460831192754,0.00322042201235202,0.023629245947625336,0.0027521246865580768,0.0025312086986078535,0.0008418460228584299,0.004423537701716235,0.9492010985635271,0.010554431103189892
12,4,0.0009061543299458728,0.008297435218175076,0.0027907282670298164,0.0037700032469077825,0.9470090204521615,0.0031624047745081054,0.020514359083843327,0.004671064918478978,0.0071747571729427195,0.0017040725360067655
13,5,9.043929910084151e-05,0.0004253139156340102,0.00021069423008930269,0.0006946996692253562,0.00044652744084822815,0.9954016561994716,0.00019016534193086758,0.0004761271680574461,0.0007512431828349586,0.0013131335528071598
14,9,0.0014753481448334233,0.002269980768780655,0.0025582407383683316,0.006075214968723734,0.008431715876047605,0.005697498325816654,0.0007610284762208706,0.005837140267851685,0.01570466213681153,0.9511891702965454
15,6,0.001245665950292736,0.0010621400127197075,0.0007841588604223294,0.0006777234667169006,0.003682532931572471,0.0013846890916088708,0.988963958695168,0.0006427491424431076,0.0010806067310181414,0.0004757751180374772
16,3,0.002123260109887191,0.0008717545640817009,0.0020964291682020386,0.9709945356626644,0.0012730772556685235,0.0013391113483985308,0.0022516872634375782,0.0011084092918319023,0.0034229385769405005,0.014518796758887577
17,1,0.0007486575673840721,0.9652390341838022,0.0007653968618077443,0.0006166178564221309,0.012589262270528779,0.0033923878839620366,0.0032413075702105686,0.0029212541149309717,0.009180510655500813,0.001305571035450927
18,8,0.00046028656590817526,0.0004868758819467192,0.0009881483865260253,0.002875132154575429,0.0014377877084547801,0.0005093658518557951,0.0007342428857856572,0.003489375099679681,0.9833977640727825,0.005621021392485024
19,8,0.00022443211370797166,0.0005722449377590857,0.0005076390280978742,0.000375002366308999,0.0005553516976931267,0.0007059008507122398,0.0001513468011714718,0.0004650362270595476,0.9952400975165776,0.0012029484609121822
20,4,0.0006722955440251965,0.0007199058773828553,0.0004651075780932387,0.0004319523567735205,0.9944342025113256,0.00039658460195715,0.0009737200904121549,0.0010388009548822953,0.000531756759520382,0.00033567372562743784
21,2,0.0016289197507682884,0.0014788474085808726,0.9719085091866758,0.00640732696341391,0.0014212318333264697,0.004730787986350718,0.002154840984489547,0.0019132308937162405,0.004403251997744863,0.003953052994933489
22,3,0.00068475588808492,0.0033407404963610365,0.0016686404483668522,0.969006009053939,0.0016376423245687921,0.010286007858221709,0.0022916753168848573,0.0016022218362840845,0.003917805925467537,0.005564500851821295
23,8,0.010808958356942096,0.002160765589237831,0.008314388941433942,0.004420428839458701,0.0117871800005757,0.005704672257107462,0.014958707561294167,0.006088659359401181,0.9160027797917225,0.019753459302826584
24,9,0.0005342315780196766,0.0008198528728307851,0.0003708249715916591,0.002269513007746182,0.0009300352150949978,0.005311858192878105,0.0012131890994007274,0.00021242398375934107,0.002742780460510389,0.9855952906181686
25,8,0.00033796955030887174,0.00012294160065944555,0.001899655623137279,0.01834324349488667,0.00021865152148665978,0.0007322797798641189,0.0005780523259664269,0.00033447750055573316,0.9755079547846301,0.0019247738185047877
26,8,0.0003158421980834492,0.0015725276878129216,0.004560818415599139,0.011531171126985018,0.0020703574742278476,0.002011893335810519,0.00019475458477975188,0.0063229439502602725,0.9580481575306691,0.013371533695772209
27,5,0.0030132908884161163,0.0037651972910913755,0.002615728637905656,0.00678948389404408,0.004246514999713504,0.9271582052809942,0.024556188786815675,0.007693163818569898,0.013445879320903627,0.006716347081545785
28,0,0.9638105195278333,0.0010209828094890276,0.001982517873168551,0.0038004566084607052,0.0019103154160920734,0.008774858371846618,0.0013643033061486365,0.002368925547578187,0.002773229548905003,0.01219389099047786
29,6,0.0032201171970341605,0.0010440962680320876,0.0007510205123433497,0.0009561778323792246,0.0016102244836898175,0.0024685548487601754,0.9862957318434723,0.0004562926968569804,0.0023750946679482964,0.000822689649484119
30,3,0.0004231883245270317,0.0008009520440711805,0.002374505825604371,0.9912574735928894,0.0006791005275712203,0.000642677129717456,0.001552353657724237,0.0009513139352977232,0.00026562890671683054,0.0010528060558806706
31,3,9.649544307245536e-05,0.00011503605085396801,0.0003669391145273254,0.9984307407212925,0.00015358937464737146,0.00010981749973724702,9.46238665465967e-05,0.00018954611218779583,0.00010215789360462925,0.0003410539235301371
32,7,0.000660847072439055,0.0004513880224158854,0.0009928253059689532,0.0019750652953763577,0.0019413289338088262,0.0019654037127255462,0.0009864244636894274,0.987419120963399,0.0024949945318258385,0.0011126016983512867
33,1,0.00020549466122483267,0.99386555830231,0.0006512386701231729,0.000551681534111725,0.0010940136028424455,0.0007934101015609548,0.0007179054632195156,0.0006385738943770852,0.0011417359371043551,0.00034038783312593114
34,6,0.00762343710555049,0.0016497655431672107,0.0013943251398865482,0.003984149586534102,0.003577241237150595,0.01029950498686207,0.9568119351382379,0.0017033779530858148,0.010815148122752995,0.00214111518677233
35,4,0.0026726341175425487,0.001197004396087685,0.0005500435455051185,0.0011920165285619214,0.9714394938511173,0.009316317879170522,0.0031391528470843255,0.003070198114260141,0.0038374893505747016,0.003585649370096839
36,1,0.0014105751719259828,0.9549781226345034,0.008692182272571824,0.0012075637072736741,0.00604828681380662,0.011041138746598188,0.0039674966922017335,0.0016679004706891313,0.00647084204346032,0.004515891446969798
37,2,0.00036694893199153286,0.00020921340451203314,0.9943140880504648,0.0015464418732317358,0.0003565532223569755,0.0005031545776356096,0.0005527020499794454,0.0004610908217917207,0.0011837386139050808,0.0005060684541311919
38,1,0.00038319991142074105,0.9809727919998358,0.0001982810424950877,0.0007909245848010738,0.0020126702557041955,0.0012080167178475955,0.0004562250872716182,0.00042809038452775285,0.0030114390402702453,0.010538360975825329
39,1,0.0015259317492612803,0.9588530484673657,0.0021854811636274492,0.0007586932481368411,0.007909229781874577,0.0013086981972739809,0.0012100809635874424,0.0068769754782064705,0.016020878015745883,0.003350982934920146
40,6,0.009432935860313452,0.004801490077706488,0.0023745715487914964,0.005553677997317294,0.0057633548726342305,0.06859416141956773,0.8588391464743726,0.002530726858322958,0.03501252567567795,0.007097409215295023
41,4,0.006664616429153964,0.0035805758644246667,0.0030006042810015133,0.0017035840064449407,0.8763412930323831,0.006860384367528593,0.09361235377458825,0.0016977188319726067,0.005737663942867109,0.0008012054696356306
42,7,0.0020832626393871684,0.0038813140076926905,0.001660151999094384,0.008403672945752404,0.03137314614385093,0.005028993288215222,0.0024736787074485242,0.9137677325739726,0.008192026662255469,0.02313602103233079
43,4,0.0026575692432941446,0.0010515176983837706,0.000660531765762271,0.0008975102507372917,0.9842781657984153,0.0021233715848546536,0.004924950536560904,0.0012254641252987782,0.0010642831608131049,0.0011166358358796298
44,8,0.00037925522414618246,0.0008420957070894949,0.0007577769440577735,0.0014053436798582444,0.0035381167973365184,0.0016259154619640696,0.0007945200363492535,0.0006083411728774134,0.9842590277804443,0.005789607195876554
45,3,0.00011928672391582614,0.00030685684649722934,0.00025361296158757526,0.9982710150520064,0.0001978911254058835,0.0001522662948095958,0.0002097270080209418,0.00023966135598601666,9.934268827448715e-05,0.0001503399434959503
46,4,0.00548738400020648,0.0004771056197318163,0.0008574338843013132,0.0003611808994892664,0.9837826472773795,0.0005983438293971117,0.006592053149556049,0.0009310345732966839,0.0007391478707903878,0.00017366889585147813
